米,"こめ, ベイ, マイ","lúa,gạo",mễ,Đây là thể hiện của một cây lúa,5
来,"く_る, き_たる, ライ",đến,lai,"Khi tháng mười đến,lúa(米) sẽ được thu hoạch.",5
良,"よい, リョオ",tốt,lương,Mọi người cảm thấy  tốt với một cái dạ dày no,5
食,"た_べる, く_う, ショク, ジキ",ăn,thực,Cái làm tôi thấy tốt(良) ở nhà là ăn,5
飲,"の_む, イン",uống,ẩm,Bạn ăn(食) và uống với cái mồm rộng của bạn,5
会,"あ_う, カイ, エ",gặp,hội,Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.,5
耳,"みみ, ジ",tai,nhĩ,Đây là thể hiện của một cái tai,5
聞,"き_く, ブン, モン",nghe,văn,Một  người đang nghe ở cái cổng(門) với tai của họ(耳).,5
言,"い_う, こと, ゲン, ゴン",nói,ngôn,Bạn nói một vài thứ với cái miệng (口) của bạn,5
話,"はな_す, ハ",nói,thoại,Mọi người nói sử dụng một nghìn(千) từ.,5
立,"た_つ, リツ, リュウ",đứng,lập,Đây là thể hiện của một người đang đứng,5
待,"ま_つ, タイ",đợi,đãi,Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺),5
周,"まわ_り, シュウ","chạy xung quanh,tuần hoàn",chu,Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;,5
週,", シュウ",tuần,chu,Mất một tuần để đi hết(周) con đường này.,5
大,"おお_きい, ダイ, タイ",to,đại,"Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;",6
小,"こ, お, ちい_さい, ショオ",nhỏ,tiểu,"Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;",6
高,"たか, たか_まる, コオ",cao,cao,Có một tòa tháp cao trên một ngôi nhà.,6
安,"やす_い, やす_らか(な), アン",rẻ,an,Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà,6
新,"あたら_しい, シン",mới,tân,"Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu.",6
古,"ふる_い, コ",cũ,cổ,"Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ",6
元,"もと, ゲン, ガン",khỏe mạnh,nguyên,"Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn",6
気,", キ, ケ","hơi thở,khí",khí,"Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra.",6
多,"おお_い, タ",nhiều,đa,"Có rất nhiều  ""タ。"".",6
少,"すく_ない, すこ_し, ショオ",một ít,"thiếu, thiểu","Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít",6
広,"ひろ_い, コオ",rộng,quảng,"""Đây là ngôi nhà của tôi.Rộng,phải không nào?""",6
早,"はや_い, ソオ, サッ",sớm,tảo,Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.,6
長,"なが_い, チョオ",dài,"trường, trưởng",Đây là thể hiện của một người với mái tóc dài.,6
明,"あ_かり, メイ, ミョオ",sáng,minh,Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng,6
好,"この_む, す_く, コオ",thích,"hảo, hiếu",Người phụ nữ(女) thích trẻ con(子).,6
友,"とも, ユウ",bạn bè,hữu, Bạn bè  cho nhau một bàn tay giúp đỡ.,6
入,"い_る, はい_る, ニュウ","nhập,vào",nhập,Một người đang chui vào cái lều.,7
出,"で_る, だ_す, シュツ, スイ","xuất,ra",xuất,Ra b&gt; là theo lối này.,7
市,"いち, シ","thành phố,chợ",thị,Mọi người đi đến chợ để mua sắm.,7
町,"まち, チョオ","thị trấn,phố",đinh,Sử dụng được ruộng lúa (田) và các tuyến đường trong thị trấn,7
村,"むら, ソン",làng,thôn,Có một ngôi làng bên ngoài cái cây,7
雨,"あめ, あま, ウ",mưa,vũ,Chữ kanji này được tạo ra từ mây và những giọt mưa,7
電,", デン",điện,điện,Trời thì đang mưa(雨) và sét đánh lên trên cánh đồng(田).,7
車,"くるま, シャ",xe,xa,Đây là thể hiện của một cái xe,7
馬,"うま, ま, バ",ngựa,mã,Đây là thể hiện của một con ngựa,7
駅,", エキ",nhà ga,dịch,Có con ngựa(馬) và người đang vác đồ ở nhà ga,7
社,"やしろ, シャ","công ty,đền",xã,Người cung cấp các thứ và cầu nguyện cho vụ mùa bội thu tại một cái  đền  b&gt;,7
校,", コオ",trường,hiệu,Cha(父) tôi đến trường để đón tôi.,7
店,"みせ, テン",cửa hàng,điếm,"Ở quầy hàng,cà chua(トマト) đang được bày trên một cái hộp",7
銀,", ギン",bạc,ngân,Bạc thì không tốt như vàng(金).,7
病,"やま_い, や_む, ビョオ, ヘイ",ốm,bệnh,Một người ốm đang ngủ trong bệnh viện.,7
院,", イン","tổ chức,cơ sở",viện,Họ đã khỏe (良) và rời bệnh viện ( tổ chức  b&gt;) để về nhà.,7
休,"やす_む, キュウ",nghỉ ,hưu,Một người đang nghỉ dưới cái cây(木).,8
走,"はし_る, ソオ",chạy,tẩu,Tôi  chạy  ngay cả khi tôi đang bị phủ đất (土).,8
起,"お_きる, おこ_る, キ",thức dậy,khởi,Tôi sẽ chạy(走) bởi vì tôi thức dậy muộn.,8
貝,"かい, バイ",động vật có vỏ,bối,Đây là hình dạng của  động vật có vỏ ,8
買,"か_う, バイ",mua,mãi,"Chúng tôi sử dụng để sử dụng vỏ (贝) để  mua  b&gt; các thứ, bây giờ chúng tôi sử dụng hóa đơn.",8
売,"う_る, バイ",bán,mại,Một người đang bán một vài thứ.,8
読,"よ_む, ドク, トク, トオ",đọc,độc,"Anh ấy nói(言),""Đọc quyển sách bán(売) chạy nhất đi.""",8
書,"か_く, ショ",viết,thư,"Với một thanh cọ,tôi viết chữ kanji ""日""",8
帰,"かえ_る, キ",trở lại,quy,Chim nhạn trở lại với tổ của chúng,8
勉,", ベン",làm lợi,miễn,Người đàn ông đang làm lợi với sức mạnh của ông ấy(強).,8
弓,"ゆみ, キュウ",cung,cung,Đây là thể hiện của một cái cung,8
虫,"むし, チュウ",con bọ,trùng,Đây là thể hiện của một con bọ,8
強,"つよ_い, し_いる, キョオ, ゴオ","khỏe,mạnh mẽ","cường, cưỡng",Cả hai loài bọ cánh cứng (虫) và mũi tên (弓) đều mạnh mẽ  b&gt;,8
持,"もつ, ジ","tổ chức,tiến hành",trì,Tôi đến chùa (寺)  tổ chức  cầu nguyện.,8
名,"な, メイ, ミョオ",tên,danh,Tên anh ấy là Taro(タロ).,8
語,"かた_る, ゴ","từ,ngôn ngữ",ngữ,Họ nói(言) năm(五) ngôn ngữ.,8
春,"はる, シュン",xuân,xuân,Mùa xuân đã đến.Ba(三) người(人) nhìn về mặt trời(日).,9
夏,"なつ, カ, ゲ",hạ,hạ,Trời rất nóng trong mùa hè b&gt;. Một người sụp đổ trong cái bóng,9
秋,"あき, シュウ",thu,thu,"Vào mùa thu  b&gt;, cây lúa và lá chuyển thành màu sắc của lửa (火)",9
冬,"ふゆ, トオ",đông,đông,"Trong  mùa đông  b&gt;, nó thì trơn khi bạn đi bộ trên băng.",9
朝,"あさ, チョオ",sáng,triều,Đó là buổi sáng của ngày 10 tháng 10(十月十日).,9
昼,"ひる, チュウ",ban ngày,trú,Chúng tôi trú mình trong bóng râm ban ngày khi mặt trời (日)lên cao,9
夕,"ゆ_う, セキ",hoàng hôn,tịch,"Vào hoàng hôn  b&gt;, bạn nhìn thấy mặt trăng và các loài chim.",9
方,"かた, ホオ","hướng,người",phương,Hãy đi theo hướng của lá cờ,9
晩,", バン",tối,vãn,Đứa trẻ vội vàng trở về nhà trước buổi tối,9
夜,"よる, よ, ヤ",đêm,dạ,"Vào đêm,một người với cái mũ dài đang ngắm mặt trăng và những đám mây",9
心,"こころ, シン",trái tim,tâm,Trái tim của tôi đang đập.,9
手,"て, た, シュ",tay,thủ,Đây là thể hiện của bàn tay,9
足,"あし, た_る, ソク",chân,túc,Căng  chân  b&gt; của bạn lên và chạy.,9
体,"からだ, タイ, テイ",cơ thể,thể,"Khi cơ thể của bạn bị thương,hãy băng bó và nghỉ ngơi(休).",9
首,"くび, シュ","cổ,đầu",thủ,Đây là thể hiện của một người với cái cổ dài,9
道,"みち, ドオ, トオ",đường,đạo,Một người đang vươn cái cổ(首) như kiểu đang đợi một ai đó trên đường,9
山,"やま, サン",núi,sơn,Đây là thể hiện của một ngọn núi,10
川,"かわ, セン",sông,xuyên,Dòng sông chạy qua nó,10
林,"はやし, リン",rừng nhỏ,lâm,Hai cái cây (木) trở thành một rừng nhỏ,10
森,"もり, シン",rừng,sâm,Ba cái cây(木) trở thành một cánh rừng,10
空,"そら, から, あ_く, クウ",bầu trời,không,Mở cửa sổ và đo  bầu trời  b&gt; với thước đo của người thợ thủ công,10
海,"うみ, カイ",biển,hải,Chúng tôi đến biển và bơi mỗi(舞)ngày.,10
化,"ば_ける, ば_かる, カ, ケ",thay đổi,hóa,Một người đứng lên và ngồi xuống.Anh ấy thay đổi vị trí của mình,10
花,"はな, カ",hoa,hoa,Cỏ thay đổi (化) trong những bông hoa,10
天,"あめ. あま, テン","thiên đường,trời",thiên,Tôi nghĩ về thiên đường với những cánh tay mở rộng,10
赤,"あか, セキ, シャク",đỏ,xích,Bạn đưa đất (土) trên ngọn lửa để làm những viên gạch đỏ ,10
青,"あお_い, セイ, ショオ",xanh,thanh,Cỏ xanh và mặt trăng xanh(月).,10
白,"しろ_い, カク, ビャク",trắng,bạch,Có một tòa nhà màu  trắng,10
黒,"くろ_い, コク",đen,hắc,Cánh đồng(田) bị đốt cháy và đất trở nên(土) đen,10
色,"いわ, ショク, シキ",màu sắc,sắc,Đây là hình dạng của một vòng xoáy của hai  màu sắc  b&gt;,10
魚,"さかな,うお, ギョ",cá,ngư,Đây là thể hiện của một con cá,10
犬,"いぬ, ケン",chó,khuyển,Đây là thể hiện của một con chó,10
料,", リョオ",thành phần,liệu,Bạn đo gạo (米) và các  thành phần   khác trên thang điểm.,11
理,", リ",hợp lý,lí,Vị vua (王) nghĩ ra những điều  hợp lý  thực hiện chúng trên  những cánh đồng lúa (田).,11
反,"そ_る, ハン, ホン, タン",phản đối,phản,Tôi  phản đối  nó,11
飯,"めし, ハン","gạo,lúa",phạn,Họ phản đối (反) thói quen ăn uống (食) để nhiều  gạo  b&gt;,11
牛,"うし, ギュウ",bò,ngưu,Đây là hình dạng của một một sừng  bò  b&gt;,11
豚,"ぶた, トン",lợn,đồn,Một con lợn đang nhìn về mặt trăng(月).,11
鳥,"とり, チョオ",chim,điểu,Đây là thể hiện của một con chim,11
肉,", ニク",thịt,nhục,Đây là thể hiện của một miếng thịt,11
茶,", チャ, サ",trà,trà,Hai người đang uống trà,11
予,", ヨ",nâng cao,dự,Một người mẹ (マザー) sắp xếp (アレンジ) một đứa trẻ trên  cao ,11
野,"の, ヤ","lĩnh vực,khu vực",dã,Họ đi đến  lĩnh vực  đó trong sự tiến bộ (予).,11
菜,"な, サイ",rau,thái,Bạn lấy rau từ cỏ và cây(予).,11
切,"き_る, セツ, サイ",cắt,thiết,Bảy七) samurai đã cắt với thanh kiếm (刀)  của họ,11
作,"つく_る, サク, サ",làm,tác,Một người với cái cưa đang làm gì đó.,11
未,", ミ", chưa,vị,Cái cây(木) này không phát triển nữa,11
味,"あじ, ミ",mùi vị,vị,"Tôi không biết mùi vị của nó như thế nào ,bởi vì tôi chưa(未) ăn nó",11
音,"おと, ね, オン, イン",âm thanh,âm,"Khi mặt trời(日) mọc,người đang đứng(立) và tạo ra âm thanh",12
楽,"たのし_む, ガク, ラク","vui,thoải mái","lạc, nhạc",Chúng ta hãy  vui vẻ  đánh những cái trống (白) trắng trên mảnh  gỗ(木) đứng ,12
歌,"うた_う, カ",hát,ca,Người (人) đang  hát b&gt; với cái miệng (口) mở rộng.,12
自,"みずか_ら, ジ, シ","tự,chính bản thân",tự,"Tại Nhật Bản, cử chỉ chỉ vào mũi của một người có nghĩa là ""chính tôi """,12
転,"ころ_がる, テン","lăn,quay",chuyển,Tôi bị rơi từ trên xe  (车) đang  lăn  b&gt;,12
乗,"の_る, ジョオ",leo lên,thừa,Một người đứng 立 trên cây (木) để leo lên nhánh,12
写,"うつ_す, シャ",ảnh,tả,Đây là bức ảnh của người đàn ông vói cái mũ,12
真,"ま, シン","đúng,chân thật",chân,Chiếc ti vi này trình diễn hình ảnh chân thật,12
台,", ダイ, タイ",đứng,đài,Tôi thì đang đứng,12
央,", オオ",trung tâm,ương,Người (人) là  trung tâm  b&gt; của sơ đồ,12
映,"うつ_す, はえ_る, エイ",chiếu ,ánh,Trung tâm (央) sơ đồ của bộ phim thì được  chiếu b&gt; trên màn hình.,12
画,", ガ, カク",tranh,"họa, hoạch",Vẽ một  bức tranh  của một ruộng lúa (田) trên vải.,12
羊,"ひつじ, ヨオ",cừu,dương,Đây là thể hiện của một con cừu,12
洋,", ヨオ",nước ngoài,dương,Cừu (羊) đã đến Nhật Bản từ nước ngoài ,12
服,", フク",quần áo,phục,"Dưới ánh trăng (月), bạn treo  quần áo  của bạn",12
着,"き_る, つ_く, チャク, ジャク",mặc,trước,Tôi nhìn thấy một con cừu (羊)  mặc  một chiếc áo len.,12
家,"いえ, や, カ, ケ",nhà,gia,"Trước đây,mọi người giữ những con lợn ở trong nhà",13
矢,"や, シ",mũi tên,thỉ,Đây là hình dạng của một  mũi tên ,13
族,", ゾク",gia đình,tộc,"Dưới lá cờ, người bảo vệ  gia đình của họ với mũi tên  (矢) của họ",13
親,"おや, した_しい, シン",bố mẹ,thân,Cha mẹ đang đứng(立) trên đỉnh của cái cây(木) để nhìn(見) con của họ.,13
兄,"あに, にい, ケイ, キョオ",anh trai,huynh,Anh trai tôi dangđi với cái miệng (口) rộng,13
姉,"あね, ねえ, シ",chị gái,tỉ,Chị gái  tôi  là người phụ nữ(女) sống ở một thành phố(市).,13
弟,"おとうと, テイ, ダイ, デ",em trai,đệ,Em trai  tôi đang chơi với cái cung(弓).,13
妹,"いもうと, マイ",em gái,muội,"Người con gái(女) và cái cây chưa(未) phát triển.Nó nghĩa là  em gái"" của tôi",13
私,"わたし_く, シ",tôi,tư,Đây là cây lúa được  tôi  chăm sóc,13
夫,"おっと, フ, フウ",chồng,phu,Chồng tôi và tôi thì luôn là hai (二) người (人) bên nhau.,13
妻,"つま, サイ",vợ,thê,Người phụ nữ (女) đang nắm giữ một cây chổi là  vợ của tôi ,13
主,"めし, おも(な), シュ, ス","chính,chủ",chủ,Người đàn ông với cái mũ là ông chủ(người chủ).,13
住,"す_む, ジュウ",sống,"trú, trụ",Người chủ(主) sống với một vài người,13
糸,"いと, シ","sợi dây,đường thằng,chủ đề",mịch,Đây là hình dạng của các đường thẳng   trên một máy in.,13
氏,"うじ, シ",họ tên,thị,Họ tên b&gt; của tôi thì trên thẻ tên.,13
紙,"かみ, シ",giấy,chỉ,"Viết tên họ của bạn (氏) trên giấy   b&gt;, và đưa các chủ đề (糸) thông qua.",13
教,"おし_える, キョオ",dạy,giáo,Một người già đang dạy một đứa trẻ(子).,14
室,"むろ, シツ",phòng,thất,Tôi ở trong phòng của tôi vào thứ bảy (土).,14
羽,"はね, ウ",đôi cánh,vũ,Đây là hình dạng của đôi cánh,14
習,"なら_う, シュウ",học,tập,Chim vỗ cánh (羽) trên một tòa nhà màu trắng (白) và  học  để bay.,14
漢,", カン",người trung quốc,hán,Người chồng(夫)Trung Quốc băng qua sông với cỏ trên đầu ,14
字,"あざ, ジ","chữ,kí tự",tự,Đứa trẻ(子) học chữ trong nhà.,14
式,", シキ","lễ,phong cách",thức,Đây là   lễ cưới của tôi,14
試,"こころ_みる, ため_す, シ",cố gắng,thí,"Tại lễ (式): ""Bạn sẽ theo anh ta miễn là  cả hai sẽ sống bên nhau"" tôi đã nói (言) ""Tôi sẽ  cố gắng """,14
験,", ケン, ゲン",kiểm tra,nghiệm,"Trước khi trèo lên núi,một người(人) đã luyện tập con ngựa(馬).",14
宿,"やど, シュク",nhà trọ,túc,Nhà trọ  này có thể phục vụ 100 (百) người.,14
題,", ダイ",chủ đề,đề,Các nhà báo tìm một  chủ đề  sử dụng đầu của họ (头) và chân (足).,14
文,"ふみ, ブン, モン","kí tự,nhân vật",văn,Một mô hình trên chiếc bình cũ đã trở thành một  nhân vật ,14
英,", エイ",tuyệt vời,anh,Người đàn ông ở trung tâm (央) là một anh hùng (người tuyệt vời ) sinh ra từ phong trào quần chúng.,14
質,", シツ, シチ, チ",chất lượng,chất,Tôi cắt một vỏ lớn (贝) với hai cái rìu và kiểm tra  chất lượng b&gt; của nó ,14
問,"と_う, とん, モン",câu hỏi,vấn,"Ở cái cổng(門),tôi hỏi những câu hỏi",14
説,"と_く, セツ, ゼイ",giải thích,thuyết,Anh trai tôi (兄) đang  giải thích ,14
遠,"とお_い, エン, オン",xa,viễn,"Vào thứ bày(土),tôi đi xa.",15
近,"ちか_い, キン",gần,cận,Chặt cây bằng rìu và điểm đến của bạn sẽ trở nên  gần hơn,15
者,"もの, シャ",người,giả,Mỗi người  phát triển qua mỗi ngày(日).,15
暑,"あつ_い, ショ",nóng,thử,Một người(人) đứng dưới mặt trời(日) cảm thấy nóng,15
重,"おも_い, かさ_なる, ジュウ, チョオ",nặng,"trọng, trùng",Một nghìn(千) quyển sách thì nặng,15
軽,"かる_い, ケイ",đèn,khinh,Đèn ô tô(車) sẽ bật nếu bạn đẩy nó bằng tay của bạn,15
低,"ひく_い, テイ",thấp,đê,"""Tại sao tôi lại bị gạch chân họ tên (氏)của tôi?"". ""Bởi vì mức của bạn là  thấp  b&gt;""",15
弱,"よわ_い, ジャク",yếu,nhược,Những con chim nhỏ thì yếu,15
悪,"わる_い, アク, オ","tồi,kém","ác, ố",Cảm xúc  tồi tệ  b&gt;trong trái tim của họ (心).,15
暗,"くら_い, アン",tối,ám,Ở trong bóng tối và bạn có thể nghe thấy âm thanh(音).,15
太,"ふと_い, タイ, タ",dày,thái,Đây là một bản ghi dày ,15
豆,"まめ, トオ, ズ",hạt đậu,đậu,Nó là một cái cốc có chứa những hạt đậu,15
短,"みじか_い, タン",ngắn,đoản,Mũi tên (矢) và hạt đậu (豆) thì đều  ngắn  b&gt;,15
光,"ひか_る, コオ",ánh sáng,quang,Đây là hình dạng của tia  ánh sáng  b&gt;,15
風,"かぜ, フウ, フ",gió,phong,Con bọ (虫) đang tránh  gió  dưới cái lá,15
運,"はこ_ぶ, ウン",vận chuyển,vận,Một chiếc xe (车)  vận chuyển  một tấm nệm.,16
動,"うご_く, ドオ",di chuyển,động,Người đàn ông di chuyển những quyển sách nặng(重) với sức mạnh(力) của ông ấy,16
止,"と_まる, シ",dừng,chỉ,Đèn giao thông thì đỏ.Dừng lại,16
歩,"ある_く, あゆ_む, ホ, ブ, フ",đi bộ,bộ,Dừng(止) một chút(少) và sau đó đi bộ lại.,16
使,"つか_う, シ",sử dụng,"sử, sứ",Anh ấy sử dụng con người,16
送,"おく_る, ソオ",gửi,tống,Có người gửi tôi một món quà,16
洗,"おら_う, セン",giặt,tiển,Bác sĩ(先生) đi rửa tay của ông ấy.,16
急,"いそ_ぐ, キュウ","vội vàng,hấp tấp",cấp,"""Đồng ý.nếu tôi vội vàng,tôi vẫn sẽ ổn""",16
開,"ひ_らく, カイ", mở,khai,Hai người mở cái cổng(門).,16
閉,"と_じる, し_める, ヘイ",đóng,bế,Một người đóng cái cổng(門).,16
押,"お_す, お_さえる, オオ","đóng,đẩy",áp,Tôi đã đóng dấu,16
引,"ひ_く, ひ_ける, イン",kéo,dẫn,Đây là một cung (弓) và một cái dây.Nó là cái dây mà bạn sẽ kéo ,16
思,"おも_う, シ",nghĩ,tư,"Trên cánh đồng(田),tôi nghĩ về người tôi yêu từ trái tim(心).",16
知,"し_る, チ",biết,tri,Một cái mồm(口) rộng(大)  biết mọi thứ.,16
考,"かんが_える, コオ",nghĩ,khảo,Tôi nghĩ về nguyên nhân con người trở nên già(老).,16
死,"しぬ, シ",chết,tử,"""Có cuốn tiểu thuyết Chết ở Tahiti(タヒチ) không?"".""Không.""",16
医,", イ",bác sĩ,y,Một  bác sĩ  chữa trị cho một  bệnh nhân bị thương với một mũi tên (矢).,17
始,"はじ_める, シ",bắt đầu,thủy,"Khi tôi  bắt đầu  bài phát biểu của tôi trên một giá đỡ (立), một người phụ nữ (女) đã lắng nghe.",17
終,"お_わる, シュウ","kết thúc,cuối",chung,"Mối quan hệ của chúng tôi kéo dài trong một thời gian dài như một sợi dây (糸), nhưng nó đã  kết thúc  trong mùa đông (冬).",17
石,"いし, セキ, シャク, コク",đá,thạch,Đây là hình dạng của một vách đá và một hòn đá,17
研,"と_ぐ, ケン",đánh bóng,nghiên,"Tôi  đánh bóng  một hòn đá (石), cái nằm trên một chiếc ghế.",17
究,"さわ_める, キュウ",tìm hiểu,cứu,Tôi đã nghiên cứu trong ngôi nhà của tôi được chín(九) năm.,17
留,"と_める, リュウ, ル","ở,sống",lưu,"Tôi sẽ  ở trên đồng(田),và gặt lúa với một cái dao(刀).",17
有,"あ_る, ユウ, ウ",tồn tại,hữu,"Mặt trăng(月) thì tồn tại,nhưng không ai có thể chạm vào nó",17
